Id,Bone_Health_Calcium,VitA_Percentage,Saturated_Lipids,Energy_Content,Cholesterol_Level,Drink_Name,Iron_Concentration,VitC_Content,Sweetness_Index,Drink_Type,Salt_Level,Health_Category,Flavor_Variant,Fibre_Amount,Processed_Oil_Content,Carb_Count,Protein_Quantity,Stimulant_Caffeine,Heart_Risk_Index,Health_Rating,Fat_Content
2865,57%,29%,0.08984,26.4341,35.0,Brand 32,0.11%,60%,94.0, Special Spiced Chai ,10,Low_Fat,Kesar Doodh,0.101,0.8646,246,47.2,42,34.457, Medium ,9.3175
2866,60%,27%,0.01101,21.3181,18.0,Brand 17,0.11%,11%,25.0, South Indian Filter Coffee ,10,Low_Fat,Elaichi Doodh,0.101,0.315,139,10.8,65,7.6507, Medium ,10.3233
2867,40%,48%,0.02676,27.212,48.0,Brand 26,19.6%,7%,114.0, Masala Chai ,10,Low_Fat,Malai Milk,0.101,0.6491,87,45.5,123,13.289, Medium ,8.4533
2868,40%,7%,0.03706,10.7532,29.0,Brand 19,0.11%,5%,65.0, South Indian Filter Coffee ,10,Low_Fat,Badam Milk,0.101,0.6357,696,31.5,425,13.0848, Medium ,0.0
2869,47%,0%,0.01929,20.5442,20.0,Brand 19,0.11%,12%,41.0, South Indian Filter Coffee ,11,Low_Fat,Badam Milk,0.101,0.26,126,3.0,245,3.5758, Medium ,13.5046
2870,152%,54%,0.08491,23.7659,33.0,Brand 15,0.11%,8%,135.0, South Indian Filter Coffee ,25,Vitamin_Rich,Badam Milk,0.101,3.6374,429,51.0,149,24.3024, Medium ,14.035
2871,76%,58%,0.10005,20.9664,10.0,Brand 17,0.13%,12%,20.0, South Indian Filter Coffee ,39,Vitamin_Rich,Elaichi Doodh,0.101,1.0705,411,106.6,158,32.3223, Medium ,9.873
2872,104%,57%,0.07798,30.8277,50.0,Brand 12,0.11%,14%,95.0, Lassi Blends ,18,Vitamin_Rich,Malai Milk,0.101,0.7268,607,87.9,59,21.9107, High ,21.6128
2873,22%,16%,0.0129,19.7993,38.0,Brand 16,2.95%,11%,2.0, Masala Chai ,11,Vitamin_Rich,Kesar Doodh,5.092,0.7982,143,27.4,156,13.3634, High ,12.1061
2874,88%,0%,0.0248,19.5703,28.0,Brand 9,0.11%,8%,140.0, South Indian Filter Coffee ,10,Low_Fat,Badam Milk,1.341,1.4025,303,36.6,154,11.2074, Medium ,63.1833
2875,33%,31%,0.08472,30.3268,61.0,Brand 32,21.72%,42%,198.0, Masala Chai ,17,Vitamin_Rich,Kesar Doodh,224.088,0.9094,580,21.9,26,21.3313, Medium ,56.0598
2876,60%,54%,0.02058,24.5135,0.0,Brand 16,2.31%,10%,149.0, South Indian Filter Coffee ,10,Low_Fat,Badam Milk,0.101,0.7057,262,62.2,157,14.9076, Medium ,21.5064
2877,95%,48%,0.09162,26.5383,27.0,Brand 31,1.48%,12%,173.0, South Indian Filter Coffee ,17,Vitamin_Rich,Badam Milk,2.46,3.5147,500,59.8,157,8.7205, Medium ,57.7097
2878,50%,23%,0.0791,31.299,28.0,Brand 32,35.01%,6%,168.0, Mango Shake ,11,Vitamin_Rich,Badam Milk,1.231,2.6156,414,40.9,32,27.9445, Medium ,60.4417
2879,51%,32%,0.03025,22.3257,61.0,Brand 31,25.8%,8%,132.0, Special Spiced Chai ,15,Low_Fat,Badam Milk,6.367,1.368,356,24.3,26,19.8651, Medium ,0.0
2880,18%,1%,0.02686,0.0,11.0,Brand 14,1.44%,15%,2.0, Nimbu Pani & Shikanji ,11,Low_Fat,Large Kulhad,0.101,0.0,18,3.0,402,3.3381, Low ,5.4665
2881,36%,30%,0.02287,26.9301,58.0,Brand 32,11.43%,5%,85.0, Special Spiced Chai ,11,Low_Fat,Badam Milk,3.912,0.8775,495,62.9,35,20.8079, High ,0.0
2882,10%,6%,0.01189,16.429,16.0,Brand 5,1.01%,12%,2.0, Masala Chai ,11,Low_Fat,Small Glass,0.101,0.0217,78,3.0,144,5.6904, Medium ,0.0
2883,73%,29%,0.10266,28.0543,70.0,Brand 7,0.11%,8%,35.0, Masala Chai ,12,Low_Fat,Elaichi Doodh,0.101,0.5848,366,22.5,41,20.1344, Medium ,73.586
2884,37%,31%,0.03661,17.0716,21.0,Brand 32,0.75%,9%,212.0, South Indian Filter Coffee ,16,Vitamin_Rich,Kesar Doodh,0.101,0.3328,287,34.6,135,9.1248, Medium ,0.0
2885,56%,50%,0.01552,29.4328,47.0,Brand 23,31.96%,15%,123.0, Cold Coffee ,16,Low_Fat,Saffron-Infused Milk,2.426,1.1012,318,120.1,227,21.8417, Medium ,0.0
2886,28%,38%,0.08781,27.1212,18.0,Brand 9,0.89%,8%,146.0, Masala Chai ,12,Vitamin_Rich,Malai Milk,1.618,1.3488,139,26.6,134,8.5471, Medium ,4.1456
2887,90%,34%,0.09461,32.3389,53.0,Brand 32,0.11%,56%,61.0, Lassi Blends ,29,Low_Fat,Badam Milk,1.019,0.7712,873,14.0,35,18.8256, Medium ,37.9454
2888,129%,50%,0.13899,30.137,8.0,Brand 9,25.79%,12%,64.0, South Indian Filter Coffee ,52,Vitamin_Rich,Malai Milk,0.863,3.4284,565,111.4,236,33.3978, Medium ,37.8547
2889,88%,54%,0.03413,20.4647,20.0,Brand 32,0.11%,10%,39.0, Special Spiced Chai ,10,Vitamin_Rich,Malai Milk,0.101,2.7284,456,50.7,123,21.024, Medium ,7.9114
2890,93%,42%,0.17283,25.2825,27.0,Brand 6,0.11%,8%,195.0, Cold Coffee ,11,Low_Fat,Extra Large Kulhad,0.101,1.0457,406,43.5,227,14.4041, Medium ,44.8165
2891,46%,29%,0.10306,38.8595,35.0,Brand 19,20.67%,6%,154.0, Cold Coffee ,11,Vitamin_Rich,Badam Milk,0.101,1.5484,1225,54.5,231,21.1435, Medium ,26.4582
2892,107%,12%,0.08681,24.61,48.0,Brand 19,0.11%,12%,16.0, Lassi Blends ,11,Low_Fat,Kesar Doodh,0.101,0.4388,361,64.6,23,11.4777, Medium ,14.7669
2893,142%,35%,0.01101,19.186,67.0,Brand 9,20.85%,14%,214.0, Special Spiced Chai ,17,Vitamin_Rich,Elaichi Doodh,0.101,3.3146,641,111.6,20,23.9896, Medium ,70.6825
2894,60%,25%,0.08174,31.5128,45.0,Brand 3,49.98%,53%,185.0, Masala Chai ,10,Vitamin_Rich,Malai Milk,0.594,1.3066,395,27.6,109,30.2425, High ,89.3684
2895,85%,29%,0.08711,27.0107,51.0,Brand 33,0.11%,48%,70.0, Nimbu Pani & Shikanji ,10,Low_Fat,Badam Milk,0.101,1.0484,30,21.3,20,11.879, Medium ,1.5989
2896,136%,52%,0.01534,25.2198,10.0,Brand 26,0.11%,7%,2.0, South Indian Filter Coffee ,58,Vitamin_Rich,Elaichi Doodh,0.101,0.6268,358,74.2,270,4.9366, Medium ,263.7304
2897,50%,31%,0.03872,32.5344,70.0,Brand 28,17.76%,9%,162.0, Cold Coffee ,19,Vitamin_Rich,Badam Milk,0.443,0.9181,217,29.1,239,21.026, Medium ,22.2345
2898,108%,57%,0.09725,31.5813,35.0,Brand 9,0.11%,9%,171.0, South Indian Filter Coffee ,44,Vitamin_Rich,Malai Milk,5.898,3.4507,434,113.2,142,14.6937, Medium ,97.3262
2899,31%,0%,0.0217,14.3408,14.0,Brand 32,0.11%,10%,2.0, Special Spiced Chai ,10,Low_Fat,Badam Milk,0.101,0.326,130,7.0,138,15.6934, Medium ,17.5254
2900,24%,46%,0.02817,24.2484,28.0,Brand 4,0.54%,12%,69.0, Masala Chai ,10,Vitamin_Rich,Badam Milk,377.586,0.1844,346,22.5,144,17.1602, Low ,5.997
2901,84%,27%,0.10005,28.7627,20.0,Brand 25,18.92%,5%,226.0, Special Spiced Chai ,25,Vitamin_Rich,Malai Milk,0.101,0.6828,543,38.9,69,30.3314, Medium ,49.3016
2902,48%,28%,0.09076,41.6536,88.0,Brand 32,5.03%,56%,136.0, Lassi Blends ,12,Vitamin_Rich,Malai Milk,0.101,1.586,346,42.5,20,40.2451, High ,71.0544
2903,62%,55%,0.10308,29.7361,58.0,Brand 10,25.77%,9%,196.0, Masala Chai ,28,Vitamin_Rich,Malai Milk,0.101,3.9602,1043,114.7,138,32.9811, Medium ,172.9751
2904,32%,39%,0.03334,34.0724,29.0,Brand 15,11.33%,5%,108.0, Special Spiced Chai ,24,Vitamin_Rich,Full Cream Buffalo Milk,0.101,3.7215,343,57.9,251,19.7816, Medium ,46.03
2905,18%,6%,0.02526,22.9758,24.0,Brand 19,0.11%,51%,148.0, Nimbu Pani & Shikanji ,11,Low_Fat,Large Kulhad,1.207,0.3572,34,18.8,21,4.4814, Medium ,13.501
2906,110%,32%,0.09508,28.5125,81.0,Brand 32,30.17%,7%,89.0, Special Spiced Chai ,43,Low_Fat,Malai Milk,0.101,3.4413,967,52.6,36,35.0516, Medium ,47.9232
2907,85%,24%,0.03274,36.9577,57.0,Brand 32,19.65%,75%,34.0, Special Spiced Chai ,10,Vitamin_Rich,Badam Milk,1.888,1.5116,445,139.6,23,28.1787, Medium ,52.7958
2908,66%,44%,0.02235,32.7744,60.0,Brand 19,53.43%,7%,108.0, Mango Shake ,10,Low_Fat,Kesar Doodh,5.636,3.4081,1254,22.2,239,34.1421, High ,48.6639
2909,70%,29%,0.01599,29.9101,24.0,Brand 28,51.31%,5%,63.0, Cold Coffee ,11,Vitamin_Rich,Badam Milk,1.508,0.9091,72,31.8,236,20.3016, High ,41.7177
2910,37%,32%,0.0164,25.8267,16.0,Brand 4,31.97%,9%,110.0, Nimbu Pani & Shikanji ,16,Low_Fat,Saffron-Infused Milk,3.885,0.2538,471,38.6,231,16.9435, High ,9.5085
2911,45%,28%,0.09514,21.6234,69.0,Brand 10,14.1%,5%,212.0, Cold Coffee ,10,Low_Fat,Badam Milk,0.101,0.7706,50,28.7,136,19.5457, Medium ,61.4626
2912,141%,36%,0.01101,30.1199,24.0,Brand 25,0.11%,6%,46.0, Masala Chai ,17,Vitamin_Rich,Elaichi Doodh,0.101,1.7601,608,83.3,52,23.1432, Medium ,0.0
2913,128%,35%,0.10491,37.0395,48.0,Brand 10,32.91%,11%,92.0, Nimbu Pani & Shikanji ,26,Vitamin_Rich,Elaichi Doodh,0.101,1.166,1048,61.1,223,22.8074, Medium ,111.0476
2914,25%,0%,0.03418,15.4299,2.0,Brand 5,0.11%,13%,26.0, South Indian Filter Coffee ,10,Low_Fat,Malai Milk,0.101,0.1994,131,14.9,141,7.8399, Medium ,8.2755
2915,31%,53%,0.034,24.8071,29.0,Brand 26,0.11%,12%,50.0, South Indian Filter Coffee ,29,Low_Fat,Malai Milk,0.101,0.7262,230,60.9,219,15.4283, Medium ,24.7844
2916,35%,33%,0.03701,24.233,22.0,Brand 19,22.32%,6%,63.0, Masala Chai ,10,Vitamin_Rich,Malai Milk,0.101,1.585,53,31.7,30,8.0691, Medium ,15.3315
2917,23%,4%,0.02835,9.2111,21.0,Brand 14,0.11%,10%,117.0, Special Spiced Chai ,12,Low_Fat,Saffron-Infused Milk,0.101,0.931,182,34.3,254,10.4971, Medium ,0.0
2918,41%,51%,0.01101,21.5572,28.0,Brand 19,31.83%,77%,154.0, South Indian Filter Coffee ,17,Low_Fat,Extra Large Kulhad,0.535,0.0246,500,104.7,80,10.2935, Medium ,0.0
2919,48%,27%,0.01168,19.5605,32.0,Brand 4,0.11%,8%,63.0, Masala Chai ,11,Low_Fat,Malai Milk,0.101,1.1799,36,3.0,233,12.0098, Medium ,17.5709
2920,30%,0%,0.01101,3.0122,41.0,Brand 20,0.11%,8%,55.0, Nimbu Pani & Shikanji ,11,Low_Fat,Rose Milk,0.101,0.862,0,3.0,578,8.3208, Low ,0.0
2921,37%,48%,0.03873,25.6646,32.0,Brand 5,0.11%,7%,147.0, Special Spiced Chai ,18,Low_Fat,Large Kulhad,2.564,0.8495,249,22.0,267,14.1426, Medium ,1.9376
2922,110%,1%,0.04099,28.1265,18.0,Brand 4,18.87%,12%,111.0, South Indian Filter Coffee ,11,Vitamin_Rich,Malai Milk,0.101,1.4287,239,48.6,221,22.5548, Medium ,98.5466
2923,100%,39%,0.09894,33.2691,30.0,Brand 5,0.7%,10%,137.0, Cold Coffee ,10,Vitamin_Rich,Elaichi Doodh,0.101,3.1687,197,34.2,148,30.0078, Medium ,22.5626
2924,40%,28%,0.0146,25.8005,52.0,Brand 14,18.72%,11%,200.0, Cold Coffee ,10,Low_Fat,Full Cream Buffalo Milk,1.894,1.3443,932,14.4,34,28.3997, Medium ,19.4398
2925,10%,0%,0.0175,2.0916,12.0,Brand 21,0.45%,14%,2.0, Masala Chai ,11,Low_Fat,Kesar Doodh,0.971,1.0124,123,15.1,163,6.6854, High ,0.0
2926,81%,33%,0.09014,27.1981,11.0,Brand 17,0.11%,10%,73.0, Lassi Blends ,33,Vitamin_Rich,Elaichi Doodh,0.101,0.8316,387,95.3,41,12.7429, Medium ,6.3779
2927,10%,20%,0.02087,0.0,10.0,Brand 6,0.11%,6%,15.0, South Indian Filter Coffee ,10,Low_Fat,Rose Milk,0.101,0.4883,118,8.5,269,3.6239, Medium ,13.9959
2928,90%,57%,0.01422,29.8808,44.0,Brand 27,1.14%,12%,110.0, Masala Chai ,17,Vitamin_Rich,Kesar Doodh,8.096,4.1315,476,128.5,212,18.5541, Medium ,0.0
2929,59%,35%,0.07901,27.2008,30.0,Brand 27,11.11%,6%,109.0, South Indian Filter Coffee ,17,Vitamin_Rich,Rose Milk,0.101,3.5271,315,25.5,140,21.4179, Medium ,11.3458
2930,33%,21%,0.0188,29.455,53.0,Brand 32,46.14%,57%,143.0, Lassi Blends ,10,Vitamin_Rich,Badam Milk,0.101,2.2021,500,37.3,20,30.899, High ,46.4833
2931,56%,36%,0.01101,27.2647,5.0,Brand 16,20.72%,9%,172.0, South Indian Filter Coffee ,15,Vitamin_Rich,Extra Large Kulhad,2.943,3.5244,439,46.9,140,15.7486, Medium ,242.5982
2932,51%,48%,0.02821,24.1345,41.0,Brand 19,0.47%,7%,115.0, Masala Chai ,17,Low_Fat,Rose Milk,0.101,0.6579,576,15.4,53,12.1879, Medium ,0.0
2933,103%,35%,0.08042,28.4762,66.0,Brand 11,14.78%,16%,132.0, South Indian Filter Coffee ,39,Vitamin_Rich,Malai Milk,0.101,5.1762,618,77.8,24,28.6644, Medium ,189.3088
2934,28%,35%,0.09752,15.5711,26.0,Brand 5,0.11%,5%,164.0, Special Spiced Chai ,10,Vitamin_Rich,Kesar Doodh,3.094,0.8697,71,27.3,152,8.5176, Medium ,11.3311
2935,114%,27%,0.0378,32.3277,49.0,Brand 29,23.96%,12%,106.0, Masala Chai ,16,Low_Fat,Badam Milk,0.617,0.9784,1059,51.1,231,16.0431, Medium ,3.346
2936,84%,39%,0.19458,32.3237,45.0,Brand 18,9.0%,5%,136.0, Masala Chai ,12,Low_Fat,Kesar Doodh,3.673,1.2806,393,59.6,211,23.7184, Medium ,40.8894
2937,44%,50%,0.01101,24.0411,31.0,Brand 13,0.84%,8%,21.0, Lassi Blends ,16,Low_Fat,Malai Milk,3.338,2.2478,527,33.0,124,17.5921, Medium ,11.554
2938,49%,33%,0.07947,37.6937,75.0,Brand 24,17.53%,5%,130.0, Lassi Blends ,11,Vitamin_Rich,Malai Milk,3.95,4.0483,561,30.3,30,43.3847, Medium ,48.3523
2939,45%,25%,0.02323,29.355,51.0,Brand 25,14.49%,51%,106.0, Masala Chai ,10,Low_Fat,Elaichi Doodh,0.208,1.4927,201,25.0,409,17.4277, Medium ,5.3234
2940,10%,25%,0.08556,41.6536,91.0,Brand 33,17.19%,35%,114.0, Cold Coffee ,11,Low_Fat,Saffron-Infused Milk,0.101,0.7392,162,41.1,20,31.0883, Medium ,17.4445
2941,107%,35%,0.03672,20.8457,24.0,Brand 32,0.11%,8%,149.0, Masala Chai ,11,Vitamin_Rich,Malai Milk,0.101,1.0156,212,26.2,139,12.6609, Medium ,13.5588
2942,20%,33%,0.02324,31.1179,29.0,Brand 6,33.54%,7%,67.0, Cold Coffee ,10,Low_Fat,Badam Milk,0.101,0.1254,93,31.7,210,13.0871, Medium ,40.0329
2943,49%,27%,0.03547,27.1774,95.0,Brand 32,20.64%,6%,176.0, Masala Chai ,10,Vitamin_Rich,Badam Milk,3.105,1.7333,202,40.0,34,30.2827, Medium ,52.5951
2944,68%,33%,0.08879,32.0211,62.0,Brand 32,28.9%,6%,146.0, Cold Coffee ,25,Vitamin_Rich,Badam Milk,2.457,3.5377,657,93.4,164,20.5387, Medium ,77.0713
2945,20%,33%,0.03543,21.7084,20.0,Brand 25,0.11%,5%,119.0, South Indian Filter Coffee ,10,Low_Fat,Rose Milk,0.101,0.6306,212,20.9,200,9.993, Medium ,1.1391
2946,49%,30%,0.08931,29.3515,36.0,Brand 4,1.02%,6%,119.0, South Indian Filter Coffee ,11,Low_Fat,Elaichi Doodh,0.101,1.6159,95,3.0,279,19.0083, Medium ,12.5994
2947,13%,0%,0.03925,28.0376,24.0,Brand 32,1.64%,6%,29.0, Cold Coffee ,10,Low_Fat,Large Kulhad,0.101,0.343,225,28.7,67,11.8812, Medium ,0.0
2948,86%,2%,0.02114,8.6477,3.0,Brand 32,2.27%,7%,2.0, South Indian Filter Coffee ,10,Low_Fat,Extra Large Kulhad,0.101,0.0,138,31.3,161,3.3381, Medium ,0.0
2949,95%,29%,0.01171,38.8969,68.0,Brand 4,45.64%,9%,84.0, Cold Coffee ,11,Vitamin_Rich,Malai Milk,2.273,3.5973,347,134.9,238,29.88, High ,90.4227
2950,116%,56%,0.09038,32.2763,73.0,Brand 11,34.06%,16%,72.0, South Indian Filter Coffee ,28,Vitamin_Rich,Malai Milk,0.101,3.4184,592,103.9,249,34.5145, Medium ,114.3679
2951,55%,55%,0.02014,33.492,96.0,Brand 33,9.8%,8%,142.0, Masala Chai ,13,Vitamin_Rich,Badam Milk,1.65,1.0341,977,41.8,20,33.3542, Medium ,9.2847
2952,90%,57%,0.08475,31.9324,69.0,Brand 32,24.09%,13%,67.0, Masala Chai ,21,Vitamin_Rich,Malai Milk,114.104,4.1052,686,69.6,31,37.2039, Medium ,128.8195
2953,32%,34%,0.01101,29.1201,84.0,Brand 23,21.82%,8%,103.0, Masala Chai ,17,Vitamin_Rich,Kesar Doodh,7.282,1.8183,644,63.6,238,18.8953, High ,1.2846
2954,53%,26%,0.10233,29.4258,42.0,Brand 4,26.8%,8%,161.0, South Indian Filter Coffee ,10,Vitamin_Rich,Malai Milk,0.101,3.2712,477,48.4,215,30.794, High ,78.0048
2955,39%,29%,0.01381,22.8969,64.0,Brand 23,0.11%,54%,209.0, Lassi Blends ,16,Low_Fat,Saffron-Infused Milk,0.101,0.3954,569,60.4,47,18.0372, Medium ,0.0
2956,60%,38%,0.08502,31.5902,23.0,Brand 6,0.11%,8%,65.0, Cold Coffee ,10,Low_Fat,Extra Large Kulhad,2.021,2.6026,239,34.5,215,25.3973, Medium ,10.1131
2957,27%,0%,0.02092,0.7844,3.0,Brand 19,0.11%,13%,2.0, South Indian Filter Coffee ,11,Low_Fat,Badam Milk,0.101,0.4272,0,4.4,140,3.3381, Medium ,6.7878
2958,17%,1%,0.01436,7.3254,0.0,Brand 19,1.53%,10%,2.0, Kadak Chai ,11,Low_Fat,Kesar Doodh,0.101,0.0,10,3.0,476,3.3381, Low ,8.544
2959,17%,8%,0.01839,21.8837,13.0,Brand 12,0.11%,9%,2.0, Special Spiced Chai ,11,Low_Fat,Rose Milk,0.101,0.4643,0,5.2,441,9.0989, Medium ,0.0
2960,86%,32%,0.0804,34.9182,69.0,Brand 25,10.58%,8%,156.0, Masala Chai ,26,Low_Fat,Elaichi Doodh,0.109,0.8292,1154,42.0,40,40.9494, High ,26.5432
2961,39%,30%,0.03305,23.4243,45.0,Brand 19,23.1%,8%,93.0, Masala Chai ,11,Low_Fat,Elaichi Doodh,0.101,0.872,0,20.4,57,26.4367, Medium ,5.1633
2962,46%,49%,0.02713,10.0905,22.0,Brand 9,0.11%,12%,2.0, Masala Chai ,10,,Rose Milk,0.101,0.5637,170,21.8,151,6.9437, Medium ,5.2515
2963,91%,49%,0.09854,32.6818,56.0,Brand 28,15.32%,10%,107.0, Masala Chai ,30,Vitamin_Rich,Malai Milk,0.236,3.6676,491,126.8,186,40.2137, Medium ,41.1727
2964,45%,33%,0.09331,23.8947,14.0,Brand 16,0.11%,9%,51.0, South Indian Filter Coffee ,22,Vitamin_Rich,Malai Milk,0.101,2.8416,382,35.4,48,24.1373, Medium ,7.5314
2965,34%,24%,0.09461,17.8272,30.0,Brand 11,18.72%,5%,123.0, South Indian Filter Coffee ,10,Low_Fat,Kesar Doodh,1.732,1.3986,758,28.6,240,19.1224, Medium ,65.0361
2966,82%,36%,0.01497,33.4225,33.0,Brand 14,34.66%,5%,136.0, Masala Chai ,18,Vitamin_Rich,Kesar Doodh,2.422,4.6464,639,118.5,231,15.156, Medium ,25.1274
2967,37%,28%,0.08295,29.2447,16.0,Brand 32,0.11%,8%,2.0, Cold Coffee ,11,Vitamin_Rich,Malai Milk,0.101,1.2889,153,37.9,242,14.1139, Medium ,15.5968
2968,84%,35%,0.02873,32.7027,70.0,Brand 10,0.36%,10%,67.0, South Indian Filter Coffee ,11,Low_Fat,Elaichi Doodh,1.111,0.6125,691,64.6,23,28.7866, Medium ,29.2668
2969,45%,0%,0.02683,12.1952,24.0,Brand 19,0.69%,12%,40.0, South Indian Filter Coffee ,11,Low_Fat,Extra Large Kulhad,0.101,0.328,129,26.0,437,12.7274, Medium ,14.8886
2970,24%,0%,0.01981,20.7915,22.0,Brand 7,0.42%,13%,66.0, Kadak Chai ,11,Low_Fat,Large Kulhad,0.101,0.0,44,3.0,268,8.2971, Medium ,0.0
2971,41%,25%,0.03811,20.8547,27.0,Brand 14,47.54%,10%,75.0, Kadak Chai ,11,Vitamin_Rich,Elaichi Doodh,3.756,3.1144,326,100.6,273,14.6602, High ,221.8308
2972,133%,65%,0.18613,25.6723,12.0,Brand 32,0.11%,13%,58.0, Special Spiced Chai ,34,Vitamin_Rich,Malai Milk,35.96,3.6219,364,124.3,57,27.0048, Medium ,27.1203
2973,84%,46%,0.08516,31.1376,54.0,Brand 11,25.11%,13%,129.0, Lassi Blends ,39,Vitamin_Rich,Malai Milk,0.101,4.5491,376,108.1,38,34.4027, Medium ,53.4186
2974,42%,34%,0.03127,28.1526,76.0,Brand 32,31.42%,65%,165.0, Masala Chai ,11,Vitamin_Rich,Badam Milk,8.174,1.5894,786,56.6,20,31.5438, Medium ,2.8655
2975,72%,29%,0.01321,20.7307,20.0,Brand 32,36.12%,8%,8.0, Lassi Blends ,10,Vitamin_Rich,Badam Milk,0.927,1.0513,365,29.8,26,21.3858, High ,14.3763
2976,36%,23%,0.0406,22.9753,24.0,Brand 32,29.56%,6%,189.0, Cold Coffee ,16,Low_Fat,Rose Milk,0.78,0.1241,306,28.9,129,15.2132, Medium ,1.6307
2977,10%,26%,0.07763,33.7115,70.0,Brand 15,18.53%,8%,92.0, Masala Chai ,12,Vitamin_Rich,Malai Milk,0.101,4.3045,703,47.7,35,32.7444, Medium ,45.4557
2978,56%,5%,0.01589,24.2738,6.0,Brand 19,2.88%,11%,74.0, South Indian Filter Coffee ,11,Vitamin_Rich,Elaichi Doodh,0.101,3.1305,163,14.8,271,16.3518, Medium ,23.0131
2979,94%,29%,0.08258,32.6085,74.0,Brand 10,32.87%,10%,45.0, Cold Coffee ,47,Vitamin_Rich,Badam Milk,151.482,3.9428,526,60.2,20,30.6757, Medium ,47.1121
2980,19%,23%,0.02709,26.0532,62.0,Brand 32,19.8%,14%,80.0, Masala Chai ,10,Low_Fat,Kesar Doodh,0.101,0.2537,214,116.1,62,29.374, High ,15.4436
2981,40%,46%,0.01579,22.5757,42.0,Brand 4,0.11%,8%,26.0, Cold Coffee ,10,Vitamin_Rich,Full Cream Buffalo Milk,0.101,0.9266,243,86.1,52,19.6382, Medium ,3.9918
2982,14%,0%,0.0252,23.5684,61.0,Brand 26,0.44%,43%,165.0, Lassi Blends ,10,Low_Fat,Saffron-Infused Milk,0.101,0.5348,304,18.3,35,15.2223, Medium ,0.0
2983,44%,54%,0.07239,20.0075,10.0,Brand 19,19.43%,8%,170.0, South Indian Filter Coffee ,21,Vitamin_Rich,Elaichi Doodh,2.738,3.7431,16,36.7,145,14.6676, Medium ,50.7764
2984,33%,5%,0.01101,1.2191,6.0,Brand 2,2.83%,13%,28.0, South Indian Filter Coffee ,10,Low_Fat,Elaichi Doodh,4.15,0.1026,154,29.4,229,5.7034, Medium ,0.0727
2985,10%,4%,0.01101,18.1546,0.0,Brand 13,0.11%,8%,26.0, Masala Chai ,11,Low_Fat,Extra Large Kulhad,0.232,0.0586,18,4.3,370,5.6914, Low ,0.3967
2986,114%,56%,0.21481,32.0819,69.0,Brand 26,1.53%,11%,163.0, Special Spiced Chai ,43,Vitamin_Rich,Elaichi Doodh,363.512,3.629,794,55.0,226,33.3603, Medium ,65.6749
2987,51%,34%,0.03563,31.0836,19.0,Brand 33,17.62%,5%,180.0, Special Spiced Chai ,11,Low_Fat,Large Kulhad,0.101,1.3251,124,13.1,52,11.4217, Medium ,54.2585
2988,117%,47%,0.09169,19.0912,14.0,Brand 19,1.01%,9%,48.0, South Indian Filter Coffee ,11,Vitamin_Rich,Malai Milk,0.101,1.4644,181,50.9,145,15.4468, Medium ,45.5026
2989,10%,0%,0.01185,29.133,18.0,Brand 1,0.11%,8%,34.0, Nimbu Pani & Shikanji ,11,Low_Fat,Malai Milk,0.101,0.7088,69,8.9,42,14.5345, Low ,11.4065
2990,67%,30%,0.03235,33.5991,75.0,Brand 32,28.74%,9%,184.0, Cold Coffee ,15,Vitamin_Rich,Elaichi Doodh,3.481,3.7122,243,51.0,119,23.4576, Medium ,56.1782
2991,43%,30%,0.0321,28.8611,69.0,Brand 10,23.65%,5%,81.0, Lassi Blends ,26,Vitamin_Rich,Full Cream Buffalo Milk,2.182,3.411,866,34.1,199,15.5303, Medium ,72.0783
2992,53%,50%,0.07796,26.1741,67.0,Brand 32,41.78%,71%,13.0, South Indian Filter Coffee ,11,Low_Fat,Elaichi Doodh,0.101,3.4961,425,105.4,44,25.5667, Low ,48.2692
2993,101%,36%,0.06882,38.2544,31.0,Brand 32,41.81%,405%,58.0, Special Spiced Chai ,16,Vitamin_Rich,Malai Milk,10.105,3.1247,560,137.9,51,44.5921, High ,262.9096
2994,98%,58%,0.12264,26.4553,15.0,Brand 16,0.11%,12%,108.0, South Indian Filter Coffee ,31,Vitamin_Rich,Malai Milk,0.101,3.2515,502,76.7,140,17.5325, Medium ,133.0222
2995,29%,28%,0.02355,25.745,18.0,Brand 19,0.11%,6%,76.0, Special Spiced Chai ,11,Vitamin_Rich,Rose Milk,0.493,0.8776,143,28.5,39,13.9979, Medium ,10.945
2996,38%,25%,0.03015,35.7158,37.0,Brand 17,28.22%,8%,108.0, Cold Coffee ,11,Vitamin_Rich,Badam Milk,1.033,1.5656,324,23.6,34,28.2661, Medium ,43.9412
2997,27%,26%,0.02438,23.6413,14.0,Brand 14,0.68%,5%,114.0, Masala Chai ,11,Vitamin_Rich,Rose Milk,2.215,1.0416,282,33.9,130,7.954, Medium ,7.301
2998,43%,0%,0.0203,15.0152,27.0,Brand 19,1.98%,12%,19.0, Masala Chai ,10,Low_Fat,Badam Milk,0.101,0.8461,91,18.7,157,3.3381, Medium ,4.1627
2999,10%,0%,0.01335,11.0628,0.0,Brand 12,0.11%,13%,19.0, Nimbu Pani & Shikanji ,10,Low_Fat,Small Glass,0.101,0.0679,18,3.0,480,3.3381, Medium ,0.0
3000,23%,10%,0.03666,27.008,17.0,Brand 25,0.11%,65%,52.0, Masala Chai ,18,Low_Fat,Elaichi Doodh,0.101,0.5773,164,54.5,156,12.1478, Medium ,0.2585
